loss,accuracy,val_loss,val_accuracy
0.793175158581741,0.5085007548332214,0.6873242284940637,0.5465838313102722
0.3405507678594987,0.9489953517913818,0.687062080232253,0.5341615080833435
0.03810045555798219,1.0,0.7112623282841274,0.5279502868652344
0.00793839840238577,0.9984543919563293,0.7259237573753973,0.5093167424201965
0.031377148899426784,0.9969087839126587,0.7124052921437328,0.52173912525177
0.01420442981089838,0.9969087839126587,0.8707785939577943,0.5155279636383057
0.0017472541785958746,1.0,0.7672463803557876,0.5279502868652344
0.0016654254080529052,1.0,0.7680323301635174,0.5341615080833435
0.0011818671649051298,1.0,0.8023592270679355,0.5279502868652344
0.0010262689824177202,1.0,0.8736795038910385,0.5279502868652344
0.0007174365527257093,1.0,0.8954971118002945,0.5341615080833435
0.00046253748879720454,1.0,0.8942674627955656,0.5279502868652344
